Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0428,2021,Electronics,77.63,64.52,49.11,82.49,33
MFG0305,2022,Automobile,83.78,67.51,62.9,72.0,0
MFG0360,2023,Heavy Machinery,55.98,69.54,56.15,57.63,66
MFG0459,2021,Automobile,67.52,64.18,54.2,62.21,33
MFG0317,2021,Electronics,72.7,76.49,60.88,59.08,0
MFG0451,2022,Textile,63.58,65.05,84.78,62.5,0
MFG0123,2021,Textile,82.68,59.18,70.06,57.53,33
MFG0390,2019,Heavy Machinery,66.37,73.36,55.96,64.85,33
MFG0009,2022,Pharmaceuticals,63.6,84.93,74.69,77.76,0
MFG0262,2019,Electronics,82.35,57.49,54.55,88.37,66
MFG0073,2022,Heavy Machinery,60.5,66.87,77.14,58.42,0
MFG0359,2021,Heavy Machinery,61.04,77.58,57.95,61.99,33
MFG0223,2019,Textile,77.59,73.13,65.88,50.09,0
MFG0416,2021,Automobile,86.78,73.59,81.69,59.01,0
MFG0041,2022,Electronics,73.78,68.27,62.2,66.74,0
MFG0370,2021,Automobile,54.23,44.08,79.7,68.47,66
MFG0204,2019,Electronics,79.53,70.32,64.42,60.65,0
MFG0264,2019,Pharmaceuticals,65.48,71.36,64.3,56.01,0
MFG0328,2021,Textile,84.33,78.13,57.91,72.52,33
MFG0178,2020,Pharmaceuticals,67.82,61.24,76.3,66.37,0
MFG0348,2022,Heavy Machinery,84.58,83.15,61.04,67.05,0
MFG0318,2022,Textile,67.4,65.21,80.24,85.8,0
MFG0084,2021,Heavy Machinery,64.42,63.66,59.98,72.46,33
MFG0318,2020,Pharmaceuticals,50.91,61.51,61.36,65.53,33
MFG0111,2019,Electronics,64.74,77.42,73.03,60.15,0
MFG0251,2023,Heavy Machinery,73.95,58.14,64.13,67.14,33
MFG0383,2023,Automobile,73.1,73.69,67.31,84.47,0
MFG0007,2021,Electronics,78.73,60.73,54.53,88.6,33
MFG0459,2020,Electronics,85.69,67.6,65.88,65.09,0
MFG0084,2020,Pharmaceuticals,72.32,54.28,67.97,58.36,33
MFG0208,2022,Pharmaceuticals,72.75,75.07,78.79,86.58,0
MFG0388,2019,Textile,84.24,66.65,61.17,55.78,0
MFG0390,2020,Textile,74.54,73.02,67.7,61.9,0
MFG0314,2023,Automobile,61.85,66.39,74.68,58.17,0
MFG0022,2019,Electronics,66.26,72.75,65.34,72.63,0
MFG0410,2019,Automobile,48.57,67.59,73.69,66.35,33
MFG0383,2021,Automobile,61.7,74.67,84.99,61.49,0
MFG0003,2020,Pharmaceuticals,53.41,72.8,65.24,80.72,33
MFG0127,2021,Automobile,75.86,69.77,75.59,76.56,0
MFG0297,2020,Automobile,85.33,59.9,69.12,89.82,33
MFG0188,2022,Heavy Machinery,61.65,64.06,71.86,62.48,0
MFG0362,2021,Textile,62.06,61.05,70.64,83.81,0
MFG0014,2021,Textile,82.37,80.86,73.53,62.1,0
MFG0459,2023,Electronics,67.04,75.02,73.0,50.36,0
MFG0466,2021,Textile,74.82,68.34,64.44,56.04,0
MFG0012,2020,Electronics,80.17,62.94,60.55,70.34,0
MFG0087,2023,Heavy Machinery,64.21,60.89,68.4,82.4,0
MFG0012,2021,Textile,64.42,69.1,53.38,52.3,33
MFG0397,2021,Heavy Machinery,66.43,84.59,69.95,83.28,0
MFG0025,2022,Textile,54.91,68.05,70.97,78.64,33
MFG0301,2021,Textile,77.35,78.82,63.57,51.38,0
MFG0243,2019,Heavy Machinery,78.61,70.48,65.35,54.25,0
MFG0122,2023,Automobile,72.88,73.06,72.29,53.03,0
MFG0147,2019,Automobile,86.96,63.72,70.98,77.16,0
MFG0055,2023,Automobile,69.13,66.23,72.41,72.44,0
MFG0238,2022,Automobile,78.79,60.52,71.22,64.35,0
MFG0356,2021,Textile,77.34,70.74,65.85,53.53,0
MFG0173,2021,Pharmaceuticals,63.21,65.81,64.88,65.72,0
MFG0392,2021,Heavy Machinery,84.7,71.24,68.38,77.29,0
MFG0221,2023,Pharmaceuticals,73.41,59.13,76.63,53.74,33
MFG0119,2021,Pharmaceuticals,82.72,72.1,67.11,84.26,0
MFG0309,2019,Electronics,57.69,69.52,75.44,52.52,33
MFG0183,2021,Automobile,73.21,69.23,48.74,74.33,33
MFG0288,2022,Textile,66.93,71.5,67.57,57.57,0
MFG0307,2019,Automobile,62.63,65.86,65.66,53.67,0
MFG0300,2021,Automobile,87.5,102.26,51.67,64.2,33
MFG0082,2021,Pharmaceuticals,74.15,72.22,52.88,76.68,33
MFG0454,2020,Electronics,55.75,68.95,68.69,54.84,33
MFG0402,2023,Automobile,66.53,74.68,65.86,69.03,0
MFG0211,2019,Heavy Machinery,82.33,63.31,71.32,66.24,0
MFG0150,2020,Heavy Machinery,62.62,63.01,44.23,67.1,33
MFG0037,2022,Automobile,61.5,75.2,73.56,87.74,0
MFG0352,2023,Pharmaceuticals,70.38,76.0,73.61,63.96,0
MFG0312,2019,Pharmaceuticals,77.16,78.73,53.93,89.67,33
MFG0361,2021,Textile,63.99,55.17,76.26,71.54,33
MFG0059,2019,Electronics,76.3,66.86,79.32,83.7,0
MFG0131,2021,Pharmaceuticals,72.38,70.97,54.33,63.95,33
MFG0412,2023,Textile,73.72,74.48,65.86,53.39,0
MFG0202,2021,Heavy Machinery,45.55,72.74,66.59,53.38,33
MFG0243,2022,Heavy Machinery,72.18,60.34,50.62,72.97,33
MFG0035,2021,Heavy Machinery,69.24,72.63,62.36,87.2,0
MFG0445,2022,Automobile,76.29,70.89,76.23,52.85,0
MFG0093,2023,Electronics,64.81,70.87,58.12,77.56,33
MFG0438,2023,Textile,67.92,58.13,79.63,72.53,33
MFG0447,2019,Electronics,77.86,59.59,67.95,76.09,33
MFG0207,2022,Automobile,87.9,84.31,58.67,58.62,33
MFG0353,2022,Textile,57.43,76.88,65.36,52.82,33
MFG0391,2020,Textile,77.64,67.43,53.29,52.99,33
MFG0332,2020,Pharmaceuticals,85.42,67.59,68.43,59.87,0
MFG0305,2020,Electronics,79.64,88.01,63.46,58.55,0
MFG0350,2021,Electronics,84.68,68.41,61.59,55.05,0
MFG0213,2020,Pharmaceuticals,66.02,66.95,53.43,60.59,33
MFG0159,2022,Heavy Machinery,85.6,60.86,64.35,71.36,0
MFG0442,2021,Automobile,64.03,65.9,66.64,87.98,0
MFG0445,2023,Electronics,72.61,52.85,54.04,86.89,66
MFG0024,2019,Pharmaceuticals,66.47,72.69,73.65,60.87,0
MFG0404,2020,Textile,66.92,79.33,67.22,52.65,0
MFG0293,2023,Pharmaceuticals,53.07,79.43,58.21,89.83,66
MFG0004,2022,Heavy Machinery,50.31,61.68,64.24,69.06,33
MFG0220,2019,Automobile,84.94,47.35,71.7,89.13,33
MFG0364,2023,Heavy Machinery,52.21,71.05,75.96,71.51,33
MFG0382,2019,Textile,74.75,79.87,77.7,85.45,0
MFG0020,2020,Textile,57.71,53.56,79.4,67.89,66
MFG0444,2022,Textile,62.67,64.64,54.36,74.88,33
MFG0152,2019,Textile,79.53,71.22,59.32,71.43,33
MFG0050,2023,Pharmaceuticals,73.78,60.43,53.79,58.8,33
MFG0177,2020,Textile,70.6,52.45,73.73,80.55,33
MFG0435,2020,Textile,84.59,61.31,63.62,52.19,0
MFG0096,2023,Pharmaceuticals,68.81,62.88,75.1,64.5,0
MFG0105,2023,Textile,85.53,51.02,53.66,84.8,66
MFG0420,2019,Heavy Machinery,60.24,77.64,59.49,70.11,33
MFG0250,2021,Heavy Machinery,58.91,81.99,58.61,53.11,66
MFG0117,2020,Electronics,70.48,68.27,74.91,58.3,0
MFG0354,2019,Heavy Machinery,72.04,74.57,70.61,54.39,0
MFG0228,2023,Automobile,62.56,54.69,48.77,61.11,66
MFG0066,2019,Automobile,68.96,66.73,61.27,56.61,0
MFG0335,2023,Automobile,87.01,62.79,72.68,78.48,0
MFG0418,2022,Pharmaceuticals,67.66,71.7,73.91,76.38,0
MFG0420,2023,Heavy Machinery,50.7,43.72,68.31,55.4,66
MFG0262,2023,Automobile,52.82,65.26,66.45,67.8,33
MFG0295,2023,Electronics,94.95,73.66,57.55,61.83,33
MFG0426,2021,Pharmaceuticals,87.96,70.14,73.56,63.49,0
MFG0243,2023,Electronics,67.2,75.05,55.42,73.04,33
MFG0371,2020,Heavy Machinery,80.92,62.61,52.11,85.95,33
MFG0186,2020,Textile,74.86,42.59,66.66,85.89,33
MFG0246,2019,Electronics,85.98,77.89,61.45,66.52,0
MFG0125,2021,Textile,60.22,74.83,70.79,65.73,0
MFG0268,2019,Pharmaceuticals,60.53,82.12,68.88,70.72,0
MFG0131,2020,Electronics,86.51,68.67,78.66,68.96,0
MFG0237,2020,Electronics,55.57,71.75,68.24,52.47,33
MFG0018,2022,Pharmaceuticals,72.77,88.96,73.48,73.15,0
MFG0040,2023,Pharmaceuticals,71.51,51.34,58.19,73.39,66
MFG0021,2020,Automobile,80.63,72.0,70.69,68.01,0
MFG0399,2019,Heavy Machinery,73.54,78.96,62.79,66.56,0
MFG0225,2019,Electronics,70.55,69.91,61.05,87.56,0
MFG0355,2023,Electronics,67.81,68.6,57.78,74.03,33
MFG0282,2023,Pharmaceuticals,61.06,54.65,77.34,82.65,33
MFG0008,2022,Pharmaceuticals,70.17,81.21,64.94,88.15,0
MFG0100,2021,Heavy Machinery,84.82,77.62,58.69,82.4,33
MFG0240,2019,Pharmaceuticals,68.85,79.54,70.42,87.72,0
MFG0478,2023,Textile,87.47,67.81,61.48,80.37,0
MFG0087,2019,Textile,80.04,65.11,58.61,56.8,33
MFG0298,2023,Textile,77.24,67.94,88.22,59.08,0
MFG0428,2020,Textile,70.22,83.29,55.33,57.76,33
MFG0014,2019,Heavy Machinery,65.09,65.66,79.92,62.89,0
MFG0334,2020,Electronics,90.5,81.34,58.52,64.2,33
MFG0002,2019,Textile,80.73,66.68,70.01,82.45,0
MFG0375,2021,Pharmaceuticals,70.47,60.28,64.19,64.43,0
MFG0293,2022,Textile,90.69,49.3,70.89,79.09,33
MFG0325,2020,Heavy Machinery,78.92,73.17,53.94,86.15,33
MFG0422,2023,Pharmaceuticals,56.37,74.91,52.97,54.58,66
MFG0493,2021,Textile,67.31,57.65,71.14,50.01,33
MFG0041,2019,Electronics,80.0,81.29,50.76,85.55,33
MFG0318,2020,Pharmaceuticals,88.58,55.57,55.65,59.53,66
MFG0316,2019,Pharmaceuticals,97.97,74.38,64.28,56.14,0
MFG0381,2019,Electronics,72.28,74.82,54.65,61.81,33
MFG0111,2019,Pharmaceuticals,78.78,77.66,55.67,57.44,33
MFG0014,2022,Textile,65.27,50.26,61.71,81.75,33
MFG0231,2022,Pharmaceuticals,62.24,77.6,47.52,75.38,33
MFG0473,2023,Textile,53.46,66.7,53.79,56.69,66
MFG0084,2020,Electronics,76.29,64.94,75.72,73.34,0
MFG0130,2021,Automobile,85.91,75.43,72.66,58.32,0
MFG0231,2021,Electronics,80.53,76.65,83.12,57.9,0
MFG0326,2021,Textile,72.96,50.1,69.76,73.82,33
MFG0145,2019,Heavy Machinery,85.46,56.39,75.41,76.59,33
MFG0379,2022,Electronics,104.46,78.79,61.63,63.85,0
MFG0345,2020,Heavy Machinery,62.85,72.27,63.5,80.54,0
MFG0028,2019,Heavy Machinery,45.34,69.64,68.3,83.49,33
MFG0066,2022,Textile,75.77,59.13,49.85,86.65,66
MFG0163,2022,Textile,83.91,71.95,69.37,75.04,0
MFG0229,2020,Automobile,54.98,78.97,60.01,58.8,33
MFG0261,2020,Pharmaceuticals,81.16,88.86,61.35,79.94,0
MFG0449,2020,Electronics,68.29,64.81,72.98,54.31,0
MFG0424,2019,Textile,75.71,75.89,52.58,57.25,33
MFG0460,2023,Electronics,61.89,84.69,65.44,83.31,0
MFG0440,2020,Heavy Machinery,61.21,54.96,68.58,86.43,33
MFG0164,2023,Pharmaceuticals,59.85,84.19,60.76,52.67,33
MFG0301,2019,Automobile,79.34,69.81,65.3,62.48,0
MFG0407,2023,Electronics,65.13,68.67,65.68,75.17,0
MFG0303,2021,Pharmaceuticals,74.97,63.12,72.18,87.55,0
MFG0287,2023,Automobile,72.32,64.72,63.54,72.83,0
MFG0395,2020,Electronics,59.02,61.29,54.98,82.84,66
MFG0010,2019,Pharmaceuticals,72.84,59.42,60.38,86.91,33
MFG0195,2020,Textile,74.61,72.05,62.21,70.76,0
MFG0118,2021,Electronics,83.69,78.01,58.59,79.62,33
MFG0270,2020,Pharmaceuticals,88.44,58.57,66.52,76.5,33
MFG0080,2020,Automobile,60.79,61.74,66.13,76.85,0
MFG0458,2020,Pharmaceuticals,75.9,70.31,65.72,70.68,0
MFG0093,2022,Textile,47.61,57.97,57.82,74.93,99
MFG0266,2021,Electronics,81.36,70.2,66.04,72.17,0
MFG0332,2020,Electronics,84.07,65.57,75.31,75.51,0
MFG0350,2020,Electronics,42.61,53.26,67.36,70.21,66
MFG0361,2020,Textile,68.27,72.24,73.58,58.9,0
MFG0257,2019,Automobile,62.13,62.95,65.87,77.74,0
MFG0133,2022,Electronics,68.24,77.23,59.9,65.36,33
MFG0276,2019,Automobile,66.06,66.24,71.88,55.11,0
MFG0264,2022,Pharmaceuticals,71.52,61.6,53.74,84.05,33
MFG0171,2020,Automobile,82.86,67.7,60.53,57.25,0
MFG0460,2021,Automobile,68.55,79.18,63.87,71.63,0
MFG0001,2023,Electronics,61.14,84.58,70.22,78.84,0
MFG0313,2023,Heavy Machinery,69.83,73.34,75.2,75.91,0
MFG0064,2020,Heavy Machinery,69.21,62.7,71.77,56.43,0
MFG0374,2019,Textile,71.05,68.29,70.97,57.77,0
MFG0468,2021,Textile,65.09,67.11,71.92,55.95,0
MFG0284,2022,Heavy Machinery,75.99,66.65,73.03,52.9,0
MFG0121,2020,Pharmaceuticals,86.23,65.71,55.9,61.33,33
MFG0107,2021,Electronics,58.04,59.31,82.64,70.97,66
MFG0421,2021,Electronics,76.96,76.78,73.88,56.92,0
MFG0175,2022,Pharmaceuticals,82.56,75.75,63.55,88.83,0
MFG0485,2021,Pharmaceuticals,67.23,68.21,67.97,77.95,0
MFG0204,2019,Heavy Machinery,85.77,79.33,54.49,73.34,33
MFG0165,2019,Textile,71.33,73.32,62.92,77.26,0
MFG0305,2019,Pharmaceuticals,59.61,57.95,62.26,67.44,66
MFG0497,2021,Textile,58.01,64.81,61.6,68.8,33
MFG0120,2019,Automobile,80.63,81.32,71.52,85.55,0
MFG0044,2022,Electronics,79.62,64.75,65.83,78.88,0
MFG0312,2021,Heavy Machinery,89.21,61.76,55.44,73.53,33
MFG0156,2023,Electronics,79.38,74.5,55.6,88.01,33
MFG0367,2021,Heavy Machinery,70.91,65.48,49.28,76.51,33
MFG0207,2022,Automobile,77.31,73.05,72.04,65.95,0
MFG0390,2023,Electronics,72.79,67.67,63.2,51.9,0
MFG0108,2021,Automobile,68.34,60.83,71.04,65.63,0
MFG0251,2019,Heavy Machinery,65.96,61.76,90.12,86.99,0
MFG0445,2020,Pharmaceuticals,53.05,52.83,57.81,51.79,99
MFG0404,2020,Electronics,63.84,58.05,67.62,57.38,33
MFG0370,2019,Automobile,71.78,73.66,76.55,82.35,0
MFG0334,2020,Electronics,42.23,78.85,61.09,64.6,33
MFG0130,2020,Electronics,66.34,62.51,62.29,57.44,0
MFG0457,2019,Electronics,82.13,55.63,69.24,82.63,33
MFG0293,2019,Textile,86.78,78.24,85.34,72.34,0
MFG0020,2021,Automobile,66.2,78.51,70.09,71.94,0
MFG0282,2021,Automobile,65.79,74.51,58.26,61.75,33
MFG0285,2019,Electronics,64.08,54.94,59.22,77.01,66
MFG0001,2022,Pharmaceuticals,65.86,72.64,61.09,84.47,0
MFG0119,2020,Electronics,84.57,72.96,50.44,80.01,33
MFG0035,2021,Textile,89.92,76.11,63.73,74.5,0
MFG0198,2020,Heavy Machinery,53.43,69.36,65.06,64.02,33
MFG0485,2023,Textile,63.07,61.25,65.37,84.19,0
MFG0245,2019,Pharmaceuticals,51.5,64.36,53.4,72.64,66
MFG0059,2022,Electronics,71.69,78.59,67.76,85.58,0
MFG0325,2023,Automobile,66.63,71.42,57.13,60.17,33
MFG0161,2023,Electronics,75.95,56.23,63.09,76.17,33
MFG0497,2023,Pharmaceuticals,79.3,83.36,59.06,87.41,33
MFG0179,2019,Automobile,78.07,78.4,74.24,64.96,0
MFG0206,2021,Textile,53.89,82.96,59.52,88.05,66
MFG0012,2019,Heavy Machinery,71.72,78.21,75.76,65.7,0
MFG0490,2021,Heavy Machinery,53.35,59.64,66.09,67.51,66
MFG0276,2023,Electronics,91.11,70.97,68.36,82.26,0
MFG0181,2023,Textile,68.1,73.43,65.67,60.43,0
MFG0242,2022,Pharmaceuticals,56.97,55.9,58.18,78.23,99
MFG0216,2021,Heavy Machinery,66.01,57.45,68.25,61.94,33
MFG0251,2023,Textile,74.29,74.69,61.56,73.75,0
MFG0299,2020,Electronics,80.07,75.4,67.54,81.04,0
MFG0126,2022,Automobile,86.3,89.31,69.83,51.05,0
MFG0482,2019,Electronics,72.69,65.66,80.26,53.54,0
MFG0217,2022,Electronics,68.33,52.85,68.77,87.37,33
MFG0306,2020,Textile,79.54,66.64,72.65,82.63,0
MFG0285,2021,Heavy Machinery,79.23,75.59,70.28,85.08,0
MFG0185,2019,Textile,73.31,64.72,63.2,67.56,0
MFG0039,2019,Automobile,80.91,68.92,70.43,78.65,0
MFG0223,2021,Textile,65.29,62.22,64.01,89.93,0
MFG0184,2022,Pharmaceuticals,71.74,78.74,61.7,67.3,0
MFG0495,2023,Electronics,49.64,74.7,56.28,83.87,66
MFG0427,2022,Heavy Machinery,87.29,60.62,70.22,53.17,0
MFG0178,2020,Automobile,66.59,63.3,60.45,71.75,0
MFG0407,2023,Electronics,87.35,61.88,70.03,63.33,0
MFG0428,2022,Textile,64.78,51.26,65.04,70.92,33
MFG0294,2021,Pharmaceuticals,75.32,61.14,62.73,54.56,0
MFG0340,2020,Textile,72.6,52.04,58.09,64.71,66
MFG0151,2020,Electronics,65.38,76.4,75.41,53.06,0
MFG0384,2020,Automobile,77.28,77.12,61.86,68.12,0
MFG0126,2023,Heavy Machinery,86.05,65.31,77.69,67.67,0
MFG0301,2019,Electronics,91.69,69.84,58.45,63.19,33
MFG0308,2023,Automobile,80.17,77.64,77.06,87.93,0
MFG0336,2022,Electronics,58.69,75.05,65.67,53.32,33
MFG0434,2019,Pharmaceuticals,56.54,86.04,71.89,83.0,33
MFG0234,2022,Textile,84.53,70.33,54.6,64.2,33
MFG0380,2019,Heavy Machinery,61.03,81.07,54.56,57.97,33
MFG0375,2023,Automobile,78.78,68.86,67.06,60.9,0
MFG0008,2020,Heavy Machinery,73.47,66.92,56.89,86.08,33
MFG0498,2021,Heavy Machinery,86.51,74.11,75.63,83.0,0
MFG0341,2020,Heavy Machinery,77.61,72.97,67.91,50.63,0
MFG0129,2023,Automobile,71.66,62.53,59.85,55.89,33
MFG0264,2019,Automobile,94.67,60.58,57.64,77.0,33
MFG0157,2020,Heavy Machinery,81.06,68.67,62.69,62.7,0
MFG0352,2023,Textile,78.1,50.99,60.46,86.77,33
MFG0358,2022,Electronics,64.49,65.23,68.96,81.46,0
MFG0005,2021,Heavy Machinery,59.39,59.16,64.39,85.0,66
MFG0495,2020,Pharmaceuticals,69.15,62.81,74.35,57.71,0
MFG0086,2019,Heavy Machinery,55.51,60.99,70.06,56.03,33
MFG0175,2022,Automobile,68.46,74.91,58.06,87.28,33
MFG0290,2023,Electronics,80.81,72.02,61.6,66.17,0
MFG0193,2021,Pharmaceuticals,82.8,68.48,58.08,66.63,33
MFG0311,2019,Electronics,68.24,64.55,58.09,77.38,33
MFG0119,2023,Electronics,104.3,77.31,50.64,65.9,33
MFG0218,2023,Pharmaceuticals,86.01,76.11,72.53,85.01,0
MFG0427,2020,Heavy Machinery,71.67,67.0,75.34,88.36,0
MFG0458,2020,Heavy Machinery,84.56,80.19,57.1,63.3,33
MFG0414,2019,Heavy Machinery,65.63,66.29,56.29,58.32,33
MFG0114,2023,Textile,74.79,69.84,69.49,53.01,0
MFG0466,2020,Heavy Machinery,68.03,62.83,58.44,58.57,33
MFG0145,2021,Pharmaceuticals,58.67,64.46,75.19,55.58,33
MFG0026,2021,Textile,77.86,62.36,59.27,51.16,33
MFG0136,2023,Heavy Machinery,71.94,74.19,47.89,51.87,33
MFG0303,2020,Textile,72.75,71.39,63.96,70.37,0
MFG0232,2019,Pharmaceuticals,71.7,58.53,60.26,78.31,33
MFG0369,2019,Heavy Machinery,62.12,73.1,66.18,89.33,0
MFG0076,2019,Automobile,89.47,84.14,62.21,56.23,0
MFG0475,2021,Pharmaceuticals,74.74,62.06,69.61,77.93,0
MFG0328,2020,Electronics,69.06,61.54,68.39,72.16,0
MFG0345,2020,Electronics,57.6,68.07,67.61,69.13,33
MFG0302,2021,Pharmaceuticals,87.44,80.4,66.53,78.87,0
MFG0452,2019,Electronics,82.09,64.06,65.0,59.55,0
MFG0289,2019,Pharmaceuticals,72.02,84.58,53.82,62.45,33
MFG0001,2023,Automobile,57.87,58.49,68.11,65.38,66
MFG0147,2022,Pharmaceuticals,90.25,69.69,70.86,57.3,0
MFG0287,2020,Heavy Machinery,67.99,52.69,67.79,69.14,33
MFG0464,2020,Heavy Machinery,64.61,59.57,63.39,55.27,33
MFG0142,2020,Textile,71.46,66.08,69.72,62.73,0
MFG0053,2022,Electronics,76.13,70.43,66.89,54.53,0
MFG0304,2023,Electronics,70.15,79.17,70.68,51.44,0
MFG0069,2022,Pharmaceuticals,34.74,61.71,64.3,64.21,33
MFG0361,2019,Electronics,74.75,71.79,53.58,74.7,33
MFG0090,2019,Heavy Machinery,82.15,55.95,63.57,56.08,33
MFG0446,2020,Automobile,62.2,77.09,57.41,89.74,33
MFG0220,2021,Pharmaceuticals,89.17,79.79,61.29,60.97,0
MFG0450,2020,Electronics,81.62,77.34,65.69,50.91,0
MFG0498,2021,Heavy Machinery,77.16,77.32,72.92,51.12,0
MFG0192,2022,Textile,60.85,67.18,70.33,76.66,0
MFG0454,2019,Electronics,75.07,70.49,66.67,76.79,0
MFG0063,2021,Automobile,75.9,67.13,74.98,86.11,0
MFG0073,2022,Automobile,71.1,67.59,65.38,53.63,0
MFG0161,2019,Electronics,81.8,61.31,66.62,65.05,0
MFG0169,2021,Electronics,68.03,70.54,61.97,85.57,0
MFG0089,2020,Heavy Machinery,69.01,71.76,56.44,81.91,33
MFG0176,2020,Electronics,64.67,76.87,69.46,59.34,0
MFG0269,2020,Textile,67.04,71.53,52.46,85.6,33
MFG0073,2022,Heavy Machinery,70.35,75.93,57.55,77.23,33
MFG0245,2020,Pharmaceuticals,69.95,61.3,66.42,60.57,0
MFG0077,2023,Textile,69.46,80.81,58.21,51.79,33
MFG0159,2019,Heavy Machinery,82.17,65.83,65.14,69.9,0
MFG0489,2022,Heavy Machinery,88.53,49.56,66.18,78.52,33
MFG0459,2020,Automobile,57.9,64.49,60.52,60.75,33
MFG0324,2019,Heavy Machinery,88.27,73.19,65.44,56.75,0
MFG0098,2021,Textile,79.42,68.74,65.33,53.01,0
MFG0381,2020,Electronics,62.18,50.52,55.88,83.68,66
MFG0102,2019,Textile,68.37,69.94,69.37,52.19,0
MFG0494,2023,Pharmaceuticals,75.12,69.14,48.75,74.38,33
MFG0132,2021,Heavy Machinery,53.79,59.26,80.03,80.53,66
MFG0102,2023,Heavy Machinery,71.05,73.08,69.27,81.22,0
MFG0019,2019,Heavy Machinery,77.78,66.8,73.17,76.15,0
MFG0454,2023,Heavy Machinery,63.81,50.44,70.29,76.11,33
MFG0482,2019,Automobile,55.72,74.26,64.66,68.96,33
MFG0082,2019,Automobile,74.19,69.57,58.82,66.67,33
MFG0397,2023,Electronics,96.29,81.62,64.8,55.49,0
MFG0489,2019,Heavy Machinery,64.15,60.22,71.69,71.41,0
MFG0279,2020,Pharmaceuticals,64.44,65.9,58.42,52.84,33
MFG0339,2019,Electronics,69.79,77.59,66.26,68.73,0
MFG0365,2022,Heavy Machinery,89.27,59.76,50.52,79.24,66
MFG0331,2019,Automobile,53.82,77.28,58.53,67.71,66
MFG0129,2022,Pharmaceuticals,80.47,77.51,58.13,70.33,33
MFG0344,2019,Electronics,66.82,70.82,78.44,83.69,0
MFG0310,2019,Pharmaceuticals,67.77,66.51,54.3,75.86,33
MFG0455,2023,Heavy Machinery,60.89,62.17,68.19,55.1,0
MFG0089,2020,Textile,69.26,61.51,77.76,71.72,0
MFG0213,2020,Pharmaceuticals,61.21,70.8,73.04,64.58,0
MFG0143,2021,Pharmaceuticals,66.03,42.1,77.17,58.27,33
MFG0065,2023,Automobile,44.88,62.99,78.36,75.92,33
MFG0076,2023,Heavy Machinery,52.93,61.75,65.45,65.46,33
MFG0199,2020,Pharmaceuticals,75.7,59.11,68.8,80.69,33
MFG0143,2023,Heavy Machinery,85.88,69.67,66.56,73.46,0
MFG0405,2020,Automobile,107.53,54.77,68.85,54.17,33
MFG0403,2023,Heavy Machinery,82.17,78.83,68.37,64.01,0
MFG0316,2019,Automobile,66.34,76.22,78.74,60.79,0
MFG0093,2020,Automobile,50.18,80.24,67.33,56.0,33
MFG0473,2020,Electronics,77.94,63.25,57.37,82.01,33
MFG0417,2022,Heavy Machinery,56.02,69.87,69.77,65.14,33
MFG0305,2023,Textile,63.12,75.41,70.85,74.53,0
MFG0224,2023,Electronics,81.75,66.82,58.42,85.28,33
MFG0497,2020,Automobile,75.24,62.9,58.1,71.72,33
MFG0291,2019,Textile,61.78,69.08,72.61,60.32,0
MFG0428,2019,Pharmaceuticals,53.23,66.15,60.74,81.63,33
MFG0102,2019,Pharmaceuticals,74.33,58.36,61.69,67.43,33
MFG0474,2023,Electronics,75.69,46.58,61.31,72.55,33
MFG0267,2022,Textile,88.54,59.69,66.96,86.08,33
MFG0355,2020,Heavy Machinery,44.59,46.76,73.83,69.57,66
MFG0456,2021,Textile,73.3,60.17,70.35,63.39,0
MFG0110,2022,Electronics,82.08,80.77,61.3,79.1,0
MFG0462,2021,Heavy Machinery,67.38,51.36,75.7,55.34,33
MFG0330,2022,Heavy Machinery,54.44,72.04,71.96,86.55,33
MFG0450,2019,Pharmaceuticals,61.83,79.0,72.94,86.62,0
MFG0430,2023,Textile,72.41,53.85,72.68,73.18,33
MFG0265,2021,Heavy Machinery,66.64,84.15,60.88,56.17,0
MFG0003,2022,Electronics,75.34,67.31,57.64,68.08,33
MFG0085,2023,Pharmaceuticals,86.07,80.22,62.29,66.93,0
MFG0282,2021,Heavy Machinery,67.61,70.44,72.92,61.93,0
MFG0328,2020,Textile,85.42,63.85,55.56,57.0,33
MFG0304,2022,Pharmaceuticals,70.73,41.83,54.48,60.55,66
MFG0450,2020,Textile,75.73,57.97,50.49,72.22,66
MFG0454,2019,Textile,70.71,74.12,54.95,77.43,33
MFG0412,2020,Textile,76.01,81.84,58.69,89.18,33
MFG0117,2020,Pharmaceuticals,77.93,55.36,66.0,58.63,33
MFG0221,2022,Heavy Machinery,79.06,67.46,55.79,58.16,33
MFG0154,2019,Automobile,72.04,63.99,70.3,54.68,0
MFG0153,2020,Heavy Machinery,35.36,71.76,65.36,87.56,33
MFG0012,2023,Pharmaceuticals,78.55,68.8,48.66,65.27,33
MFG0133,2021,Automobile,50.33,64.65,64.85,86.96,33
MFG0482,2020,Automobile,65.32,73.75,66.13,85.58,0
MFG0304,2019,Automobile,45.7,61.78,80.33,51.76,33
MFG0293,2020,Electronics,90.68,68.1,66.94,61.19,0
MFG0463,2021,Pharmaceuticals,76.59,74.93,50.85,62.1,33
MFG0300,2019,Electronics,68.42,61.46,66.84,61.09,0
MFG0228,2022,Automobile,87.61,64.77,66.4,67.01,0
MFG0271,2019,Electronics,77.85,62.98,69.84,69.97,0
MFG0043,2022,Electronics,73.37,72.07,86.1,80.33,0
