Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0410,2023,Compliant,0,Low
MFG0118,2020,Non-Compliant,33,Warning
MFG0324,2020,Compliant,0,Low
MFG0275,2019,Non-Compliant,33,Warning
MFG0212,2023,Compliant,0,Low
MFG0225,2020,Compliant,0,Low
MFG0020,2023,Non-Compliant,66,Critical
MFG0113,2020,Compliant,0,Low
MFG0140,2023,Non-Compliant,66,Critical
MFG0047,2021,Compliant,0,Low
MFG0001,2023,Non-Compliant,33,Warning
MFG0090,2023,Compliant,0,Low
MFG0142,2019,Compliant,0,Low
MFG0320,2021,Non-Compliant,33,Warning
MFG0038,2022,Compliant,0,Low
MFG0293,2019,Compliant,0,Low
MFG0382,2022,Non-Compliant,33,Warning
MFG0139,2020,Non-Compliant,33,Warning
MFG0356,2022,Compliant,0,Low
MFG0333,2023,Non-Compliant,33,Warning
MFG0491,2022,Compliant,0,Low
MFG0259,2019,Compliant,0,Low
MFG0161,2019,Non-Compliant,33,Warning
MFG0390,2022,Compliant,0,Low
MFG0178,2019,Non-Compliant,33,Warning
MFG0010,2019,Non-Compliant,66,Critical
MFG0261,2022,Non-Compliant,66,Critical
MFG0407,2021,Compliant,0,Low
MFG0138,2021,Compliant,0,Low
MFG0172,2020,Non-Compliant,66,Critical
MFG0386,2019,Compliant,0,Low
MFG0013,2022,Compliant,0,Low
MFG0168,2019,Non-Compliant,66,Critical
MFG0130,2023,Compliant,0,Low
MFG0084,2019,Compliant,0,Low
MFG0321,2019,Non-Compliant,33,Warning
MFG0319,2021,Compliant,0,Low
MFG0101,2022,Compliant,0,Low
MFG0329,2019,Non-Compliant,33,Warning
MFG0273,2021,Compliant,0,Low
MFG0265,2020,Compliant,0,Low
MFG0459,2021,Compliant,0,Low
MFG0399,2021,Compliant,0,Low
MFG0408,2021,Compliant,0,Low
MFG0038,2019,Non-Compliant,33,Warning
MFG0419,2019,Non-Compliant,33,Warning
MFG0094,2020,Non-Compliant,33,Warning
MFG0095,2023,Non-Compliant,33,Warning
MFG0305,2023,Compliant,0,Low
MFG0069,2023,Non-Compliant,33,Warning
MFG0318,2020,Compliant,0,Low
MFG0444,2023,Compliant,0,Low
MFG0236,2023,Non-Compliant,33,Warning
MFG0434,2021,Non-Compliant,33,Warning
MFG0334,2019,Compliant,0,Low
MFG0373,2019,Non-Compliant,33,Warning
MFG0376,2021,Non-Compliant,33,Warning
MFG0459,2021,Non-Compliant,66,Critical
MFG0137,2021,Non-Compliant,33,Warning
MFG0418,2019,Compliant,0,Low
MFG0076,2023,Non-Compliant,33,Warning
MFG0483,2021,Compliant,0,Low
MFG0035,2020,Compliant,0,Low
MFG0001,2021,Non-Compliant,33,Warning
MFG0296,2022,Non-Compliant,66,Critical
MFG0320,2021,Compliant,0,Low
MFG0406,2019,Compliant,0,Low
MFG0060,2021,Compliant,0,Low
MFG0320,2022,Compliant,0,Low
MFG0349,2020,Non-Compliant,33,Warning
MFG0328,2023,Compliant,0,Low
MFG0267,2021,Non-Compliant,33,Warning
MFG0361,2022,Compliant,0,Low
MFG0229,2022,Compliant,0,Low
MFG0270,2020,Compliant,0,Low
MFG0316,2019,Compliant,0,Low
MFG0286,2021,Compliant,0,Low
MFG0291,2022,Compliant,0,Low
MFG0213,2020,Non-Compliant,33,Warning
MFG0165,2023,Compliant,0,Low
MFG0005,2022,Non-Compliant,33,Warning
MFG0339,2020,Compliant,0,Low
MFG0379,2019,Non-Compliant,33,Warning
MFG0078,2019,Compliant,0,Low
MFG0410,2022,Non-Compliant,33,Warning
MFG0062,2022,Compliant,0,Low
MFG0132,2021,Non-Compliant,33,Warning
MFG0089,2020,Compliant,0,Low
MFG0237,2022,Compliant,0,Low
MFG0042,2021,Compliant,0,Low
MFG0089,2021,Non-Compliant,33,Warning
MFG0402,2022,Non-Compliant,33,Warning
MFG0296,2019,Non-Compliant,33,Warning
MFG0328,2020,Non-Compliant,33,Warning
MFG0295,2020,Non-Compliant,66,Critical
MFG0104,2019,Non-Compliant,33,Warning
MFG0014,2022,Compliant,0,Low
MFG0288,2020,Compliant,0,Low
MFG0179,2022,Compliant,0,Low
MFG0125,2022,Compliant,0,Low
MFG0422,2021,Non-Compliant,33,Warning
MFG0353,2019,Non-Compliant,33,Warning
MFG0023,2022,Non-Compliant,66,Critical
MFG0063,2023,Compliant,0,Low
MFG0143,2019,Compliant,0,Low
MFG0481,2020,Non-Compliant,33,Warning
MFG0153,2021,Compliant,0,Low
MFG0145,2020,Compliant,0,Low
MFG0225,2020,Compliant,0,Low
MFG0495,2019,Non-Compliant,33,Warning
MFG0450,2020,Non-Compliant,33,Warning
MFG0462,2022,Non-Compliant,33,Warning
MFG0309,2020,Compliant,0,Low
MFG0104,2021,Compliant,0,Low
MFG0104,2021,Compliant,0,Low
MFG0435,2023,Compliant,0,Low
MFG0039,2021,Non-Compliant,33,Warning
MFG0435,2020,Compliant,0,Low
MFG0198,2021,Compliant,0,Low
MFG0134,2019,Compliant,0,Low
MFG0067,2021,Compliant,0,Low
MFG0391,2022,Non-Compliant,66,Critical
MFG0179,2019,Non-Compliant,33,Warning
MFG0456,2023,Non-Compliant,33,Warning
MFG0042,2022,Compliant,0,Low
MFG0448,2020,Non-Compliant,33,Warning
MFG0015,2020,Non-Compliant,33,Warning
MFG0111,2020,Non-Compliant,33,Warning
MFG0157,2022,Non-Compliant,33,Warning
MFG0289,2022,Non-Compliant,33,Warning
MFG0478,2022,Compliant,0,Low
MFG0231,2019,Non-Compliant,33,Warning
MFG0411,2019,Compliant,0,Low
MFG0420,2020,Non-Compliant,33,Warning
MFG0157,2021,Compliant,0,Low
MFG0038,2020,Non-Compliant,33,Warning
MFG0441,2023,Non-Compliant,33,Warning
MFG0097,2019,Non-Compliant,33,Warning
MFG0485,2022,Non-Compliant,33,Warning
MFG0411,2019,Non-Compliant,33,Warning
MFG0439,2022,Compliant,0,Low
MFG0289,2023,Non-Compliant,33,Warning
MFG0254,2023,Non-Compliant,33,Warning
MFG0196,2019,Compliant,0,Low
MFG0086,2022,Compliant,0,Low
MFG0322,2023,Non-Compliant,33,Warning
MFG0010,2020,Compliant,0,Low
MFG0005,2020,Compliant,0,Low
MFG0123,2022,Non-Compliant,66,Critical
MFG0330,2019,Non-Compliant,66,Critical
MFG0353,2023,Compliant,0,Low
MFG0118,2019,Non-Compliant,33,Warning
MFG0294,2020,Compliant,0,Low
MFG0397,2023,Compliant,0,Low
MFG0159,2019,Compliant,0,Low
MFG0303,2021,Non-Compliant,33,Warning
MFG0228,2022,Compliant,0,Low
MFG0365,2022,Compliant,0,Low
MFG0216,2021,Non-Compliant,33,Warning
MFG0436,2020,Compliant,0,Low
MFG0184,2023,Compliant,0,Low
MFG0015,2022,Non-Compliant,33,Warning
MFG0157,2021,Non-Compliant,33,Warning
MFG0136,2021,Compliant,0,Low
MFG0261,2020,Non-Compliant,33,Warning
MFG0157,2020,Compliant,0,Low
MFG0047,2019,Non-Compliant,33,Warning
MFG0324,2022,Compliant,0,Low
MFG0332,2019,Compliant,0,Low
MFG0173,2021,Non-Compliant,33,Warning
MFG0130,2023,Compliant,0,Low
MFG0411,2023,Non-Compliant,33,Warning
MFG0095,2020,Non-Compliant,33,Warning
MFG0115,2023,Non-Compliant,33,Warning
MFG0243,2023,Compliant,0,Low
MFG0420,2023,Compliant,0,Low
MFG0292,2021,Non-Compliant,33,Warning
MFG0282,2023,Compliant,0,Low
MFG0299,2023,Compliant,0,Low
MFG0283,2023,Compliant,0,Low
MFG0069,2019,Compliant,0,Low
MFG0148,2021,Non-Compliant,66,Critical
MFG0011,2020,Non-Compliant,33,Warning
MFG0254,2019,Compliant,0,Low
MFG0330,2022,Non-Compliant,66,Critical
MFG0360,2021,Non-Compliant,33,Warning
MFG0038,2021,Compliant,0,Low
MFG0134,2022,Compliant,0,Low
MFG0200,2022,Compliant,0,Low
MFG0023,2022,Compliant,0,Low
MFG0303,2020,Non-Compliant,33,Warning
MFG0346,2023,Compliant,0,Low
MFG0302,2021,Non-Compliant,33,Warning
MFG0363,2023,Compliant,0,Low
MFG0396,2023,Compliant,0,Low
MFG0218,2022,Compliant,0,Low
MFG0141,2020,Compliant,0,Low
MFG0104,2019,Non-Compliant,33,Warning
MFG0446,2020,Compliant,0,Low
MFG0210,2023,Non-Compliant,66,Critical
MFG0473,2020,Non-Compliant,66,Critical
MFG0481,2022,Compliant,0,Low
MFG0111,2019,Non-Compliant,66,Critical
MFG0104,2022,Compliant,0,Low
MFG0316,2019,Compliant,0,Low
MFG0171,2023,Non-Compliant,33,Warning
MFG0460,2019,Non-Compliant,33,Warning
MFG0492,2019,Compliant,0,Low
MFG0356,2019,Non-Compliant,33,Warning
MFG0496,2020,Compliant,0,Low
MFG0324,2020,Non-Compliant,33,Warning
MFG0133,2023,Compliant,0,Low
MFG0376,2019,Non-Compliant,33,Warning
MFG0293,2021,Compliant,0,Low
MFG0328,2023,Non-Compliant,66,Critical
MFG0127,2019,Compliant,0,Low
MFG0106,2019,Non-Compliant,33,Warning
MFG0497,2020,Compliant,0,Low
MFG0092,2023,Compliant,0,Low
MFG0287,2019,Non-Compliant,33,Warning
MFG0378,2019,Compliant,0,Low
MFG0393,2023,Non-Compliant,33,Warning
MFG0051,2021,Non-Compliant,33,Warning
MFG0029,2023,Compliant,0,Low
MFG0462,2023,Compliant,0,Low
MFG0296,2021,Compliant,0,Low
MFG0297,2023,Non-Compliant,99,Critical
MFG0214,2019,Compliant,0,Low
MFG0267,2023,Compliant,0,Low
MFG0407,2021,Compliant,0,Low
MFG0257,2022,Non-Compliant,33,Warning
MFG0302,2023,Non-Compliant,33,Warning
MFG0101,2020,Compliant,0,Low
MFG0405,2019,Non-Compliant,33,Warning
MFG0346,2019,Non-Compliant,33,Warning
MFG0110,2020,Non-Compliant,33,Warning
MFG0420,2020,Non-Compliant,66,Critical
MFG0182,2023,Non-Compliant,33,Warning
MFG0471,2020,Compliant,0,Low
MFG0313,2022,Non-Compliant,33,Warning
MFG0001,2021,Non-Compliant,33,Warning
MFG0319,2020,Compliant,0,Low
MFG0438,2020,Compliant,0,Low
MFG0055,2022,Non-Compliant,33,Warning
MFG0371,2019,Non-Compliant,33,Warning
MFG0424,2019,Non-Compliant,33,Warning
MFG0399,2023,Compliant,0,Low
MFG0149,2022,Non-Compliant,33,Warning
MFG0431,2021,Compliant,0,Low
MFG0457,2021,Compliant,0,Low
MFG0309,2022,Non-Compliant,33,Warning
MFG0137,2021,Compliant,0,Low
MFG0202,2019,Non-Compliant,66,Critical
MFG0436,2021,Non-Compliant,33,Warning
MFG0313,2021,Non-Compliant,66,Critical
MFG0117,2022,Non-Compliant,33,Warning
MFG0154,2022,Non-Compliant,33,Warning
MFG0425,2021,Non-Compliant,33,Warning
MFG0291,2020,Compliant,0,Low
MFG0063,2022,Non-Compliant,33,Warning
MFG0244,2023,Non-Compliant,66,Critical
MFG0025,2023,Non-Compliant,33,Warning
MFG0090,2019,Non-Compliant,33,Warning
MFG0075,2021,Compliant,0,Low
MFG0294,2020,Non-Compliant,66,Critical
MFG0386,2019,Compliant,0,Low
MFG0391,2021,Compliant,0,Low
MFG0210,2022,Non-Compliant,33,Warning
MFG0475,2023,Compliant,0,Low
MFG0418,2020,Compliant,0,Low
MFG0347,2023,Compliant,0,Low
MFG0017,2022,Compliant,0,Low
MFG0128,2021,Non-Compliant,33,Warning
MFG0427,2022,Non-Compliant,99,Critical
MFG0443,2022,Non-Compliant,33,Warning
MFG0364,2023,Non-Compliant,33,Warning
MFG0251,2020,Compliant,0,Low
MFG0179,2022,Compliant,0,Low
MFG0182,2023,Compliant,0,Low
MFG0152,2020,Compliant,0,Low
MFG0025,2021,Non-Compliant,33,Warning
MFG0455,2021,Compliant,0,Low
MFG0180,2019,Non-Compliant,33,Warning
MFG0198,2023,Non-Compliant,33,Warning
MFG0344,2020,Non-Compliant,99,Critical
MFG0161,2022,Non-Compliant,33,Warning
MFG0177,2021,Non-Compliant,33,Warning
MFG0285,2020,Non-Compliant,66,Critical
MFG0063,2023,Non-Compliant,66,Critical
MFG0491,2019,Non-Compliant,33,Warning
MFG0150,2021,Compliant,0,Low
MFG0154,2020,Compliant,0,Low
MFG0156,2020,Non-Compliant,33,Warning
MFG0370,2020,Compliant,0,Low
MFG0469,2023,Compliant,0,Low
MFG0049,2023,Non-Compliant,33,Warning
MFG0455,2023,Non-Compliant,33,Warning
MFG0337,2022,Non-Compliant,33,Warning
MFG0084,2020,Non-Compliant,33,Warning
MFG0361,2021,Compliant,0,Low
MFG0177,2023,Non-Compliant,33,Warning
MFG0148,2023,Non-Compliant,33,Warning
MFG0118,2020,Non-Compliant,66,Critical
MFG0342,2023,Compliant,0,Low
MFG0476,2022,Non-Compliant,66,Critical
MFG0063,2022,Compliant,0,Low
MFG0189,2023,Non-Compliant,33,Warning
MFG0360,2020,Compliant,0,Low
MFG0049,2020,Compliant,0,Low
MFG0327,2020,Non-Compliant,33,Warning
MFG0257,2019,Non-Compliant,66,Critical
MFG0224,2023,Non-Compliant,33,Warning
MFG0141,2020,Non-Compliant,33,Warning
MFG0478,2022,Compliant,0,Low
MFG0215,2021,Non-Compliant,66,Critical
MFG0435,2021,Non-Compliant,33,Warning
MFG0379,2020,Compliant,0,Low
MFG0440,2021,Compliant,0,Low
MFG0211,2021,Non-Compliant,33,Warning
MFG0318,2019,Non-Compliant,66,Critical
MFG0032,2022,Non-Compliant,66,Critical
MFG0158,2022,Non-Compliant,33,Warning
MFG0285,2019,Non-Compliant,33,Warning
MFG0305,2019,Non-Compliant,33,Warning
MFG0429,2021,Non-Compliant,66,Critical
MFG0477,2023,Compliant,0,Low
MFG0286,2021,Compliant,0,Low
MFG0144,2019,Non-Compliant,66,Critical
MFG0424,2022,Compliant,0,Low
MFG0019,2021,Compliant,0,Low
MFG0018,2023,Compliant,0,Low
MFG0257,2021,Non-Compliant,33,Warning
MFG0078,2020,Non-Compliant,33,Warning
MFG0371,2021,Non-Compliant,33,Warning
MFG0175,2019,Non-Compliant,33,Warning
MFG0498,2022,Non-Compliant,33,Warning
MFG0194,2022,Compliant,0,Low
MFG0476,2019,Non-Compliant,33,Warning
MFG0113,2020,Non-Compliant,33,Warning
MFG0114,2019,Compliant,0,Low
MFG0222,2021,Compliant,0,Low
MFG0166,2019,Compliant,0,Low
MFG0435,2019,Compliant,0,Low
MFG0319,2020,Compliant,0,Low
MFG0132,2021,Compliant,0,Low
MFG0385,2023,Compliant,0,Low
MFG0264,2023,Non-Compliant,66,Critical
MFG0413,2022,Non-Compliant,33,Warning
MFG0055,2019,Compliant,0,Low
MFG0359,2022,Compliant,0,Low
MFG0131,2020,Non-Compliant,33,Warning
MFG0288,2023,Compliant,0,Low
MFG0266,2019,Non-Compliant,33,Warning
MFG0458,2020,Non-Compliant,33,Warning
MFG0467,2020,Non-Compliant,33,Warning
MFG0366,2019,Non-Compliant,33,Warning
MFG0162,2020,Non-Compliant,33,Warning
MFG0380,2019,Non-Compliant,33,Warning
MFG0481,2019,Non-Compliant,33,Warning
MFG0087,2021,Compliant,0,Low
MFG0055,2022,Compliant,0,Low
MFG0476,2020,Compliant,0,Low
MFG0288,2020,Non-Compliant,33,Warning
MFG0178,2021,Non-Compliant,33,Warning
MFG0391,2021,Compliant,0,Low
MFG0349,2021,Non-Compliant,66,Critical
MFG0008,2023,Compliant,0,Low
MFG0321,2023,Compliant,0,Low
MFG0313,2023,Non-Compliant,66,Critical
MFG0247,2019,Compliant,0,Low
MFG0323,2020,Compliant,0,Low
MFG0472,2022,Compliant,0,Low
MFG0471,2019,Non-Compliant,33,Warning
MFG0443,2020,Compliant,0,Low
MFG0255,2020,Compliant,0,Low
MFG0328,2021,Compliant,0,Low
MFG0054,2021,Non-Compliant,33,Warning
MFG0249,2019,Non-Compliant,99,Critical
MFG0239,2021,Non-Compliant,33,Warning
MFG0229,2020,Non-Compliant,33,Warning
MFG0067,2021,Compliant,0,Low
MFG0051,2023,Non-Compliant,33,Warning
MFG0097,2021,Compliant,0,Low
MFG0092,2020,Non-Compliant,33,Warning
MFG0495,2019,Non-Compliant,33,Warning
MFG0264,2022,Compliant,0,Low
MFG0418,2021,Non-Compliant,33,Warning
MFG0291,2020,Compliant,0,Low
MFG0096,2022,Compliant,0,Low
MFG0088,2022,Compliant,0,Low
MFG0078,2023,Non-Compliant,33,Warning
MFG0288,2022,Non-Compliant,33,Warning
MFG0120,2020,Compliant,0,Low
MFG0302,2020,Non-Compliant,33,Warning
MFG0491,2021,Non-Compliant,33,Warning
MFG0400,2021,Non-Compliant,66,Critical
MFG0452,2021,Non-Compliant,66,Critical
MFG0165,2022,Non-Compliant,66,Critical
MFG0182,2022,Non-Compliant,33,Warning
MFG0469,2023,Non-Compliant,33,Warning
MFG0398,2021,Compliant,0,Low
MFG0223,2019,Non-Compliant,33,Warning
MFG0311,2023,Non-Compliant,33,Warning
MFG0432,2019,Non-Compliant,33,Warning
MFG0466,2022,Compliant,0,Low
MFG0007,2023,Compliant,0,Low
MFG0330,2023,Compliant,0,Low
MFG0263,2020,Compliant,0,Low
MFG0161,2022,Non-Compliant,33,Warning
MFG0151,2022,Compliant,0,Low
MFG0085,2023,Compliant,0,Low
MFG0147,2022,Non-Compliant,33,Warning
MFG0112,2023,Non-Compliant,66,Critical
MFG0381,2020,Compliant,0,Low
MFG0403,2023,Compliant,0,Low
MFG0036,2022,Compliant,0,Low
MFG0285,2022,Compliant,0,Low
MFG0188,2023,Compliant,0,Low
MFG0082,2023,Compliant,0,Low
MFG0002,2023,Non-Compliant,66,Critical
MFG0385,2021,Compliant,0,Low
MFG0303,2022,Non-Compliant,66,Critical
MFG0197,2022,Compliant,0,Low
MFG0404,2021,Non-Compliant,33,Warning
MFG0011,2023,Compliant,0,Low
MFG0234,2020,Compliant,0,Low
MFG0386,2023,Non-Compliant,33,Warning
MFG0195,2023,Compliant,0,Low
MFG0471,2021,Compliant,0,Low
MFG0119,2022,Compliant,0,Low
MFG0396,2023,Compliant,0,Low
MFG0020,2022,Non-Compliant,33,Warning
MFG0261,2019,Non-Compliant,66,Critical
MFG0293,2022,Non-Compliant,33,Warning
MFG0422,2020,Compliant,0,Low
MFG0256,2020,Compliant,0,Low
MFG0222,2023,Non-Compliant,33,Warning
MFG0393,2022,Non-Compliant,33,Warning
MFG0226,2023,Non-Compliant,33,Warning
MFG0053,2021,Non-Compliant,66,Critical
MFG0428,2020,Compliant,0,Low
MFG0355,2023,Non-Compliant,66,Critical
MFG0342,2021,Compliant,0,Low
MFG0364,2023,Compliant,0,Low
MFG0280,2022,Non-Compliant,33,Warning
MFG0081,2022,Compliant,0,Low
MFG0202,2022,Non-Compliant,33,Warning
MFG0158,2022,Non-Compliant,33,Warning
MFG0120,2019,Compliant,0,Low
MFG0059,2021,Non-Compliant,33,Warning
MFG0494,2021,Non-Compliant,66,Critical
MFG0215,2022,Non-Compliant,33,Warning
MFG0128,2019,Non-Compliant,33,Warning
MFG0224,2022,Compliant,0,Low
MFG0209,2019,Non-Compliant,66,Critical
MFG0370,2022,Compliant,0,Low
MFG0115,2020,Compliant,0,Low
MFG0209,2020,Non-Compliant,33,Warning
MFG0014,2023,Compliant,0,Low
MFG0009,2022,Non-Compliant,33,Warning
MFG0040,2021,Non-Compliant,33,Warning
MFG0450,2023,Non-Compliant,33,Warning
MFG0237,2020,Compliant,0,Low
MFG0281,2022,Non-Compliant,33,Warning
MFG0359,2023,Non-Compliant,33,Warning
MFG0201,2022,Non-Compliant,33,Warning
MFG0246,2020,Compliant,0,Low
MFG0278,2023,Compliant,0,Low
MFG0235,2020,Non-Compliant,66,Critical
MFG0494,2019,Compliant,0,Low
MFG0004,2020,Non-Compliant,33,Warning
MFG0154,2022,Non-Compliant,33,Warning
MFG0442,2021,Non-Compliant,33,Warning
MFG0029,2020,Compliant,0,Low
MFG0109,2021,Compliant,0,Low
MFG0098,2019,Compliant,0,Low
MFG0215,2023,Compliant,0,Low
MFG0293,2023,Compliant,0,Low
MFG0075,2021,Non-Compliant,33,Warning
MFG0326,2023,Compliant,0,Low
MFG0146,2020,Compliant,0,Low
MFG0128,2021,Non-Compliant,33,Warning
MFG0341,2022,Non-Compliant,33,Warning
MFG0042,2020,Compliant,0,Low
MFG0356,2020,Compliant,0,Low
MFG0041,2020,Non-Compliant,33,Warning
MFG0422,2022,Non-Compliant,33,Warning
MFG0034,2019,Non-Compliant,33,Warning
MFG0017,2023,Non-Compliant,66,Critical
MFG0165,2021,Compliant,0,Low
MFG0153,2019,Compliant,0,Low
MFG0486,2021,Compliant,0,Low
MFG0378,2023,Compliant,0,Low
MFG0076,2022,Non-Compliant,33,Warning
MFG0087,2020,Compliant,0,Low
MFG0117,2020,Compliant,0,Low
MFG0362,2022,Non-Compliant,33,Warning
MFG0342,2019,Compliant,0,Low
MFG0469,2019,Compliant,0,Low
MFG0027,2021,Compliant,0,Low
MFG0313,2022,Compliant,0,Low
MFG0287,2019,Non-Compliant,33,Warning
MFG0134,2022,Compliant,0,Low
MFG0219,2023,Non-Compliant,33,Warning
MFG0168,2020,Non-Compliant,33,Warning
MFG0098,2020,Non-Compliant,33,Warning
MFG0268,2020,Non-Compliant,33,Warning
MFG0237,2022,Non-Compliant,33,Warning
MFG0309,2022,Non-Compliant,33,Warning
MFG0455,2021,Compliant,0,Low
MFG0394,2020,Non-Compliant,33,Warning
MFG0173,2021,Non-Compliant,33,Warning
MFG0401,2020,Non-Compliant,33,Warning
MFG0410,2021,Non-Compliant,33,Warning
MFG0469,2021,Compliant,0,Low
MFG0476,2023,Compliant,0,Low
MFG0190,2021,Non-Compliant,33,Warning
MFG0122,2022,Compliant,0,Low
MFG0046,2021,Non-Compliant,33,Warning
MFG0064,2020,Non-Compliant,33,Warning
MFG0130,2021,Compliant,0,Low
MFG0310,2019,Compliant,0,Low
MFG0363,2020,Compliant,0,Low
MFG0193,2019,Non-Compliant,33,Warning
MFG0307,2020,Compliant,0,Low
MFG0181,2022,Non-Compliant,33,Warning
MFG0292,2022,Compliant,0,Low
MFG0371,2022,Non-Compliant,33,Warning
MFG0282,2019,Non-Compliant,33,Warning
MFG0029,2023,Compliant,0,Low
MFG0149,2020,Non-Compliant,66,Critical
MFG0267,2022,Non-Compliant,33,Warning
MFG0296,2020,Non-Compliant,33,Warning
MFG0011,2019,Non-Compliant,33,Warning
MFG0164,2023,Compliant,0,Low
MFG0113,2019,Non-Compliant,33,Warning
MFG0187,2020,Non-Compliant,33,Warning
MFG0295,2023,Compliant,0,Low
MFG0232,2023,Non-Compliant,66,Critical
MFG0227,2019,Non-Compliant,33,Warning
MFG0310,2022,Non-Compliant,33,Warning
MFG0098,2020,Compliant,0,Low
MFG0055,2021,Non-Compliant,33,Warning
MFG0111,2021,Non-Compliant,33,Warning
MFG0152,2019,Non-Compliant,33,Warning
MFG0246,2020,Non-Compliant,66,Critical
MFG0406,2020,Compliant,0,Low
MFG0069,2019,Compliant,0,Low
MFG0312,2020,Non-Compliant,33,Warning
MFG0289,2022,Compliant,0,Low
MFG0250,2019,Non-Compliant,33,Warning
MFG0036,2022,Non-Compliant,33,Warning
MFG0239,2020,Compliant,0,Low
MFG0148,2019,Compliant,0,Low
MFG0467,2020,Compliant,0,Low
MFG0227,2019,Non-Compliant,33,Warning
MFG0244,2020,Compliant,0,Low
MFG0491,2022,Compliant,0,Low
MFG0337,2022,Non-Compliant,33,Warning
MFG0446,2020,Non-Compliant,33,Warning
MFG0365,2019,Non-Compliant,66,Critical
MFG0491,2021,Non-Compliant,33,Warning
MFG0482,2022,Non-Compliant,33,Warning
MFG0201,2022,Compliant,0,Low
MFG0154,2021,Non-Compliant,33,Warning
MFG0450,2020,Non-Compliant,33,Warning
MFG0073,2019,Non-Compliant,33,Warning
MFG0201,2020,Non-Compliant,66,Critical
MFG0296,2023,Compliant,0,Low
MFG0017,2022,Non-Compliant,33,Warning
MFG0129,2023,Non-Compliant,33,Warning
MFG0217,2022,Non-Compliant,33,Warning
MFG0061,2022,Compliant,0,Low
MFG0427,2023,Non-Compliant,99,Critical
MFG0104,2023,Non-Compliant,33,Warning
MFG0042,2020,Compliant,0,Low
MFG0025,2023,Non-Compliant,66,Critical
MFG0039,2020,Compliant,0,Low
MFG0291,2020,Non-Compliant,33,Warning
MFG0131,2020,Compliant,0,Low
MFG0498,2022,Non-Compliant,33,Warning
MFG0229,2022,Compliant,0,Low
MFG0108,2023,Non-Compliant,33,Warning
MFG0172,2022,Non-Compliant,33,Warning
MFG0435,2023,Compliant,0,Low
MFG0478,2022,Compliant,0,Low
MFG0102,2019,Compliant,0,Low
MFG0354,2019,Compliant,0,Low
MFG0012,2023,Compliant,0,Low
MFG0275,2022,Compliant,0,Low
MFG0101,2022,Compliant,0,Low
MFG0044,2020,Non-Compliant,33,Warning
MFG0443,2021,Non-Compliant,66,Critical
MFG0305,2023,Non-Compliant,33,Warning
MFG0445,2021,Compliant,0,Low
MFG0017,2021,Non-Compliant,66,Critical
MFG0330,2023,Non-Compliant,33,Warning
MFG0057,2022,Non-Compliant,33,Warning
MFG0311,2023,Compliant,0,Low
MFG0497,2021,Non-Compliant,33,Warning
MFG0303,2022,Compliant,0,Low
MFG0012,2019,Non-Compliant,33,Warning
MFG0318,2023,Non-Compliant,66,Critical
MFG0080,2023,Non-Compliant,33,Warning
MFG0216,2022,Non-Compliant,33,Warning
MFG0339,2019,Compliant,0,Low
MFG0264,2019,Non-Compliant,66,Critical
MFG0479,2022,Compliant,0,Low
MFG0149,2020,Compliant,0,Low
MFG0081,2023,Non-Compliant,33,Warning
MFG0215,2023,Compliant,0,Low
MFG0485,2021,Compliant,0,Low
MFG0374,2022,Compliant,0,Low
MFG0464,2021,Non-Compliant,33,Warning
MFG0198,2021,Non-Compliant,33,Warning
MFG0200,2019,Compliant,0,Low
MFG0025,2023,Non-Compliant,33,Warning
MFG0466,2021,Non-Compliant,66,Critical
MFG0089,2019,Non-Compliant,33,Warning
MFG0268,2022,Compliant,0,Low
MFG0143,2021,Non-Compliant,33,Warning
MFG0059,2023,Non-Compliant,33,Warning
MFG0410,2021,Compliant,0,Low
MFG0489,2022,Compliant,0,Low
MFG0365,2021,Non-Compliant,66,Critical
MFG0026,2023,Non-Compliant,33,Warning
MFG0047,2019,Compliant,0,Low
MFG0288,2023,Compliant,0,Low
MFG0266,2019,Compliant,0,Low
MFG0016,2020,Compliant,0,Low
MFG0199,2023,Compliant,0,Low
MFG0401,2023,Compliant,0,Low
MFG0407,2022,Non-Compliant,33,Warning
MFG0282,2021,Compliant,0,Low
MFG0469,2019,Non-Compliant,33,Warning
MFG0086,2019,Non-Compliant,33,Warning
MFG0250,2022,Compliant,0,Low
MFG0391,2022,Compliant,0,Low
MFG0270,2021,Non-Compliant,33,Warning
MFG0335,2021,Compliant,0,Low
MFG0117,2023,Compliant,0,Low
MFG0007,2020,Compliant,0,Low
MFG0137,2021,Non-Compliant,66,Critical
MFG0371,2022,Compliant,0,Low
MFG0176,2021,Non-Compliant,33,Warning
MFG0328,2019,Compliant,0,Low
MFG0498,2020,Compliant,0,Low
MFG0315,2023,Compliant,0,Low
MFG0215,2019,Non-Compliant,33,Warning
MFG0477,2019,Non-Compliant,66,Critical
MFG0082,2020,Non-Compliant,33,Warning
MFG0223,2023,Compliant,0,Low
MFG0478,2022,Non-Compliant,33,Warning
MFG0372,2023,Non-Compliant,33,Warning
MFG0423,2021,Non-Compliant,33,Warning
MFG0483,2019,Compliant,0,Low
MFG0402,2021,Non-Compliant,66,Critical
MFG0443,2022,Compliant,0,Low
MFG0490,2021,Compliant,0,Low
MFG0103,2023,Non-Compliant,33,Warning
MFG0273,2021,Compliant,0,Low
MFG0014,2022,Compliant,0,Low
